transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted
Air,East_Asia,Middle_East,6230.8,34.1,23.5,0.6891,Standard,0.8555,35.2,64.8,19.6,0.2978,0.457,1
Air,North_America,Middle_East,8016.7,42.6,33.9,0.7958,Standard,0.99,15.3,32.2,55.2,0.2063,0.834,1
Ocean,Southeast_Asia,Latin_America,11391.9,395.6,99.3,0.251,Standard,0.6356,5.5,8.5,7.5,0.2502,0.7338,1
Ocean,Europe,Oceania,12512.5,462.8,127.6,0.2757,Urgent,0.6949,6.9,22.4,18.1,0.4027,0.4105,1
Ocean,East_Asia,Latin_America,11298.9,414.6,35.7,0.0861,Standard,0.99,70.0,23.6,20.8,0.4069,0.0743,1
Ocean,East_Asia,Middle_East,9066.5,360.4,209.8,0.5821,Standard,0.6929,79.4,29.5,20.3,0.4016,0.092,1
Road,North_America,North_America,620.0,21.2,7.1,0.3349,Urgent,0.7681,28.3,19.5,9.3,0.1146,0.2243,1
Rail,Europe,North_America,4959.5,129.6,121.4,0.9367,Standard,0.9377,31.6,49.1,32.9,0.3235,0.4295,1
Ocean,East_Asia,North_America,12312.6,479.6,424.8,0.8857,Urgent,0.9025,68.3,48.4,23.7,0.2029,0.3411,1
Ocean,Europe,Europe,12380.6,478.9,334.0,0.6974,Standard,0.99,44.4,21.6,29.3,0.1786,0.7171,1
Rail,Europe,North_America,629.3,42.4,3.3,0.0778,Standard,0.8614,36.0,100.0,54.7,0.4406,0.4539,1
Road,North_America,North_America,1031.7,29.5,22.6,0.7661,Standard,0.7779,7.6,17.6,49.3,0.1197,0.5753,1
Ocean,Southeast_Asia,Oceania,12600.3,440.3,283.4,0.6437,Standard,0.9486,39.7,51.6,20.9,0.2661,0.3537,1
Road,East_Asia,East_Asia,1887.3,39.4,16.7,0.4239,Urgent,0.8454,21.3,65.5,1.3,0.2192,0.2178,1
Rail,South_Asia,South_Asia,3667.5,92.0,68.4,0.7435,High,0.9829,32.6,12.5,48.8,0.1745,0.4401,1
Ocean,East_Asia,Oceania,15854.5,589.2,138.5,0.2351,Standard,0.99,47.4,63.5,39.5,0.388,0.4044,1
Road,East_Asia,East_Asia,150.0,8.1,6.8,0.8395,Standard,0.8144,10.3,25.7,36.8,0.1998,0.0741,0
Road,East_Asia,East_Asia,1339.0,31.5,16.8,0.5333,Standard,0.811,53.0,9.8,44.2,0.1297,0.3892,1
Air,Middle_East,Latin_America,9286.3,27.9,2.7,0.0968,Urgent,0.6537,48.3,63.7,36.6,0.4283,0.6677,1
Road,East_Asia,East_Asia,1354.7,24.2,20.8,0.8595,Standard,0.6779,56.7,32.4,25.9,0.133,0.192,1
Road,East_Asia,North_America,1825.0,40.6,34.2,0.8424,Urgent,0.8826,15.1,19.8,25.0,0.2608,0.6688,1
Rail,East_Asia,East_Asia,2770.4,101.0,75.6,0.7485,Standard,0.8483,79.7,7.8,49.9,0.1778,0.6392,1
Rail,South_Asia,North_America,4078.4,114.0,55.5,0.4868,High,0.8418,32.2,54.1,13.7,0.368,0.3484,1
Rail,South_Asia,Europe,3397.4,96.0,14.7,0.1531,High,0.7999,73.0,57.1,2.3,0.3132,0.8634,1
Road,Latin_America,Latin_America,1123.4,25.8,21.2,0.8217,High,0.8815,31.9,35.7,40.2,0.115,0.9742,1
Ocean,East_Asia,Oceania,12013.9,430.1,47.8,0.1111,Standard,0.9197,22.9,26.2,46.0,0.3835,0.551,1
Air,Middle_East,Latin_America,6763.3,44.2,29.3,0.6629,Standard,0.9518,25.1,86.4,8.6,0.4476,0.1827,1
Ocean,Southeast_Asia,Middle_East,13795.1,494.0,77.6,0.1571,Urgent,0.6524,22.6,47.0,6.5,0.4281,0.2537,1
Air,Southeast_Asia,East_Asia,1312.1,36.5,12.8,0.3507,High,0.8513,27.8,13.5,16.1,0.479,0.5371,1
Road,North_America,North_America,1653.8,35.1,9.8,0.2792,High,0.8021,36.7,50.9,26.7,0.217,0.9012,1
Rail,North_America,North_America,4610.2,133.8,19.6,0.1465,High,0.8723,20.1,20.6,36.7,0.141,0.7539,1
Road,North_America,North_America,1906.3,40.1,19.5,0.4863,Standard,0.7279,43.8,17.1,29.3,0.1303,0.8332,1
Air,East_Asia,Latin_America,5327.5,38.2,21.3,0.5576,Standard,0.6627,47.7,53.6,67.8,0.4939,0.7003,1
Ocean,South_Asia,North_America,11059.3,407.3,237.3,0.5826,Standard,0.849,26.4,45.5,38.3,0.5733,0.2722,1
Air,Europe,East_Asia,12119.5,39.1,23.1,0.5908,High,0.9316,55.5,77.0,31.6,0.6329,0.3531,1
Ocean,Europe,Middle_East,13911.6,494.1,205.1,0.4151,Standard,0.8279,27.4,17.9,55.1,0.1932,0.3413,1
Air,Latin_America,Middle_East,7263.3,41.7,37.9,0.9089,Standard,0.7237,36.7,32.8,12.8,0.313,0.6955,1
Road,Europe,Europe,150.0,13.8,7.8,0.5652,High,0.99,76.3,20.9,18.7,0.1548,0.865,1
Road,North_America,Europe,768.6,23.6,19.7,0.8347,High,0.925,51.9,15.6,45.7,0.4962,0.5012,1
Road,East_Asia,Latin_America,2674.0,48.5,19.2,0.3959,Standard,0.7455,41.0,27.1,27.7,0.2239,0.6964,1
Road,Europe,Latin_America,2553.6,51.8,34.9,0.6737,Standard,0.8286,6.7,40.4,21.2,0.3053,0.5536,1
Air,South_Asia,North_America,8286.3,28.4,5.7,0.2007,Standard,0.8667,55.0,48.1,9.7,0.2514,0.388,1
Rail,Europe,Europe,3068.2,91.5,38.8,0.424,Standard,0.9774,32.8,39.8,26.4,0.1539,0.477,0
Ocean,Europe,Europe,5999.9,259.7,64.3,0.2476,Standard,0.8399,44.4,54.5,48.3,0.1292,0.1639,1
Rail,East_Asia,North_America,2850.5,103.4,51.7,0.5,Standard,0.8901,8.8,26.9,75.3,0.2419,0.7454,1
Ocean,Southeast_Asia,Latin_America,15030.1,564.4,93.9,0.1664,Standard,0.8255,44.7,18.5,31.0,0.5022,0.3413,1
Ocean,Europe,Middle_East,18626.1,628.6,593.4,0.944,Urgent,0.6661,61.7,31.6,27.4,0.253,0.6796,1
Ocean,South_Asia,Middle_East,9998.7,366.6,103.2,0.2815,Standard,0.815,13.5,37.1,52.8,0.296,0.126,1
Road,Latin_America,Latin_America,1304.2,29.6,20.2,0.6824,High,0.9815,11.0,8.1,40.0,0.1072,0.1971,0
Air,Southeast_Asia,Europe,7638.5,23.8,3.1,0.1303,High,0.8587,15.8,46.7,26.9,0.6437,0.113,1
Air,South_Asia,Oceania,8078.4,28.3,13.8,0.4876,Standard,0.8668,94.6,3.9,26.6,0.2364,0.1963,1
Road,Latin_America,Latin_America,601.3,16.8,10.5,0.625,Standard,0.99,9.2,17.1,9.5,0.02,0.9626,0
Ocean,South_Asia,Middle_East,11643.7,407.2,128.5,0.3156,High,0.9116,42.5,62.3,19.0,0.5659,0.8232,1
Ocean,South_Asia,Latin_America,11619.1,420.7,369.0,0.8771,Standard,0.9782,40.8,51.3,44.0,0.3459,0.0927,1
Air,Latin_America,Middle_East,6402.7,27.6,16.6,0.6014,High,0.932,5.0,25.6,29.4,0.565,0.3025,1
Ocean,East_Asia,Middle_East,14148.1,527.8,217.8,0.4127,Standard,0.7173,43.8,22.8,51.0,0.4187,0.3569,1
Ocean,South_Asia,Latin_America,5470.0,256.3,135.2,0.5275,Urgent,0.9435,30.1,19.6,47.3,0.4087,0.8256,1
Rail,Europe,Europe,1095.5,64.7,58.9,0.9104,Standard,0.7826,55.6,31.7,15.7,0.2325,0.7298,1
Ocean,South_Asia,Latin_America,8913.8,358.9,315.5,0.8791,Urgent,0.7075,6.8,31.6,31.2,0.607,0.5928,1
Air,Southeast_Asia,Middle_East,5320.4,21.8,3.5,0.1606,Standard,0.9791,62.7,93.5,47.2,0.2617,0.7402,1
Rail,South_Asia,South_Asia,2703.5,68.3,7.8,0.1142,High,0.8989,41.4,18.9,32.4,0.0372,0.6758,1
Ocean,Europe,North_America,10976.5,432.2,100.7,0.233,Standard,0.9277,45.4,37.0,20.9,0.5123,0.6505,1
Ocean,South_Asia,Middle_East,14030.5,529.1,351.6,0.6645,Urgent,0.99,42.7,46.3,10.8,0.545,0.1783,1
Ocean,East_Asia,Oceania,8615.5,347.1,285.4,0.8222,Standard,0.866,11.4,8.2,9.6,0.5829,0.741,1
Ocean,Europe,Latin_America,8972.1,325.7,122.8,0.377,High,0.99,32.3,34.0,24.1,0.2927,0.5906,1
Ocean,South_Asia,Latin_America,12727.8,437.8,237.6,0.5427,High,0.8055,4.4,25.4,17.8,0.2814,0.4997,1
Rail,East_Asia,Europe,877.3,41.3,9.8,0.2373,High,0.7929,59.6,50.7,9.4,0.3069,0.7117,1
Rail,Europe,Europe,2636.1,96.4,61.5,0.638,Standard,0.8884,93.5,25.2,21.0,0.1046,0.6126,1
Ocean,East_Asia,North_America,11031.6,410.3,354.1,0.863,Urgent,0.6976,31.4,56.3,28.3,0.6324,0.4271,1
Rail,East_Asia,East_Asia,5004.7,128.0,53.4,0.4172,Standard,0.99,20.6,8.5,35.8,0.02,0.2525,1
Road,Europe,Europe,1636.9,37.5,22.9,0.6107,Urgent,0.9461,53.4,28.1,18.6,0.2027,0.5554,1
Road,East_Asia,North_America,1151.9,23.0,4.1,0.1783,Standard,0.733,81.1,60.5,40.1,0.1055,0.2927,1
Rail,Europe,North_America,4848.9,119.5,96.3,0.8059,Urgent,0.6805,18.0,25.1,11.8,0.2554,0.1933,1
Rail,Europe,Europe,1923.0,66.1,40.6,0.6142,Standard,0.7426,52.1,100.0,31.6,0.1349,0.1507,1
Rail,South_Asia,South_Asia,3151.2,75.9,54.4,0.7167,Standard,0.7804,21.2,12.3,10.9,0.0784,0.5763,1
Ocean,Europe,Middle_East,11660.9,450.6,190.2,0.4221,Urgent,0.7579,37.4,28.4,28.8,0.2728,0.1298,1
Road,East_Asia,East_Asia,904.9,28.4,4.7,0.1655,High,0.8794,24.7,35.5,30.2,0.207,0.8783,1
Ocean,Southeast_Asia,Europe,9269.1,339.0,41.1,0.1212,High,0.6757,19.4,33.9,54.3,0.3478,0.9277,1
Ocean,South_Asia,North_America,13430.9,465.2,384.0,0.8255,High,0.7707,44.1,70.3,38.6,0.4793,0.1495,1
Ocean,East_Asia,Middle_East,11719.6,439.8,412.2,0.9372,Standard,0.7367,24.1,37.2,17.6,0.05,0.8811,1
Ocean,South_Asia,Middle_East,11645.4,445.0,395.1,0.8879,High,0.7505,55.4,32.2,73.4,0.5437,0.7103,1
Air,Southeast_Asia,Europe,6483.1,30.9,13.1,0.4239,Standard,0.678,100.0,38.7,13.2,0.3556,0.5531,1
Road,Latin_America,Latin_America,1487.3,37.2,7.4,0.1989,Standard,0.8802,48.5,41.0,20.6,0.1261,0.8847,1
Rail,East_Asia,East_Asia,4439.4,109.7,78.1,0.7119,Standard,0.8936,53.6,36.3,27.4,0.141,0.7117,1
Road,Europe,Europe,233.9,8.4,5.6,0.6667,Standard,0.7544,61.8,48.5,33.9,0.1273,0.3949,1
Road,North_America,North_America,410.8,20.8,11.0,0.5288,Standard,0.8659,22.6,12.8,7.7,0.02,0.7684,0
Ocean,East_Asia,North_America,13873.3,506.9,454.4,0.8964,High,0.8651,26.2,44.2,10.5,0.4255,0.6599,1
Rail,East_Asia,East_Asia,2843.4,77.3,39.1,0.5058,High,0.8636,30.1,74.7,80.7,0.1498,0.5313,1
Air,North_America,East_Asia,6512.8,31.5,3.5,0.1111,Standard,0.7007,38.2,66.0,25.7,0.417,0.1062,1
Rail,Europe,North_America,2952.2,84.8,82.8,0.9764,Standard,0.8704,4.9,50.6,16.6,0.5669,0.472,1
Ocean,East_Asia,North_America,7073.7,304.5,142.6,0.4683,Standard,0.8657,11.7,16.7,1.8,0.3435,0.4705,1
Ocean,South_Asia,Oceania,12234.4,438.3,189.7,0.4328,Standard,0.5522,35.4,71.0,19.7,0.5978,0.4791,1
Ocean,East_Asia,Latin_America,8703.5,344.3,141.9,0.4121,High,0.673,44.7,47.4,4.7,0.2923,0.5334,1
Ocean,Europe,Middle_East,7204.1,300.2,104.0,0.3464,Standard,0.7507,34.0,3.9,66.7,0.2456,0.7226,1
Ocean,Southeast_Asia,Oceania,13139.4,497.0,470.2,0.9461,Standard,0.99,34.8,15.6,37.1,0.6472,0.647,1
Rail,North_America,North_America,4091.0,114.1,46.6,0.4084,High,0.9358,49.2,32.6,18.3,0.0979,0.899,1
Ocean,South_Asia,Middle_East,8876.5,330.0,222.9,0.6755,High,0.8424,21.1,28.4,20.8,0.2839,0.1876,1
Ocean,East_Asia,North_America,14914.2,541.1,244.2,0.4513,Standard,0.8817,78.2,62.4,29.4,0.2978,0.5638,1
Rail,North_America,North_America,1893.8,60.1,50.3,0.8369,Standard,0.99,13.3,17.5,42.6,0.1648,0.9112,1
Rail,Europe,Europe,3560.3,118.5,8.4,0.0709,High,0.6411,24.1,67.3,28.3,0.0286,0.6814,1
Road,Europe,Europe,1496.8,32.0,11.9,0.3719,Standard,0.7266,49.4,51.9,7.4,0.1614,0.6379,1
Ocean,Southeast_Asia,Middle_East,11446.8,428.8,262.5,0.6122,Urgent,0.9024,37.1,16.9,34.4,0.3715,0.8181,1
Air,Middle_East,Oceania,6766.4,21.2,16.3,0.7689,Standard,0.7878,34.3,38.1,25.0,0.2741,0.7201,1
Road,Europe,North_America,669.4,21.8,1.7,0.078,Standard,0.6374,32.5,26.1,12.7,0.1386,0.354,1
Ocean,East_Asia,Oceania,7794.1,328.5,249.6,0.7598,Urgent,0.6838,57.2,24.2,17.7,0.6016,0.3721,1
Ocean,South_Asia,Europe,9759.7,381.3,112.5,0.295,Standard,0.99,30.7,28.6,20.3,0.8638,0.5499,1
Rail,East_Asia,East_Asia,3306.4,92.6,31.8,0.3434,Standard,0.8705,53.1,42.7,22.8,0.1291,0.2597,1
Air,North_America,East_Asia,6231.5,37.7,28.0,0.7427,Standard,0.8576,56.8,31.6,10.4,0.3998,0.3981,1
Ocean,Southeast_Asia,Europe,12279.6,471.0,122.7,0.2605,Standard,0.99,28.8,35.4,4.8,0.2915,0.1473,1
Air,North_America,Europe,6013.2,32.9,4.7,0.1429,Standard,0.7505,15.0,10.6,14.3,0.1028,0.9174,1
Ocean,South_Asia,Europe,9261.6,381.8,81.5,0.2135,Standard,0.7751,35.0,79.6,40.1,0.5894,0.2149,1
Ocean,Europe,Latin_America,12937.2,447.9,342.1,0.7638,Standard,0.9336,35.6,46.3,21.7,0.2165,0.5487,1
Ocean,East_Asia,North_America,16375.3,566.1,270.2,0.4773,Standard,0.8942,22.6,21.2,41.7,0.5386,0.1864,1
Air,Southeast_Asia,North_America,9821.1,27.2,18.7,0.6875,Standard,0.7085,22.2,5.7,31.5,0.5421,0.5357,1
Ocean,Southeast_Asia,North_America,13408.5,505.7,426.2,0.8428,Standard,0.8927,10.8,24.0,48.7,0.363,0.6007,1
Road,Latin_America,Latin_America,1936.5,38.1,9.4,0.2467,Urgent,0.9006,24.3,33.4,6.3,0.0683,0.4213,0
Road,Europe,Europe,1287.3,28.0,6.8,0.2429,Standard,0.8247,29.2,22.3,10.3,0.0524,0.6548,0
Road,Latin_America,Latin_America,891.6,22.3,15.6,0.6996,Standard,0.7878,25.3,11.9,32.7,0.21,0.2197,1
Ocean,Europe,Oceania,12731.7,475.3,68.8,0.1448,Standard,0.8284,26.2,51.9,20.9,0.6369,0.5195,1
Road,Europe,Europe,807.1,20.1,18.3,0.9104,High,0.8691,33.4,32.0,16.4,0.1411,0.4698,1
Rail,North_America,North_America,4051.5,96.2,26.0,0.2703,Standard,0.838,54.8,25.1,16.3,0.1442,0.9792,1
Rail,East_Asia,North_America,2129.0,57.6,30.8,0.5347,Standard,0.8255,19.4,19.6,24.1,0.6387,0.4619,1
Rail,Europe,Europe,2821.8,91.8,30.3,0.3301,Standard,0.9074,36.9,29.6,31.7,0.1618,0.423,1
Rail,North_America,East_Asia,2944.9,95.2,28.4,0.2983,Urgent,0.6523,78.0,42.6,25.8,0.5777,0.7963,1
Ocean,Europe,Oceania,10634.5,386.0,164.5,0.4262,Standard,0.8572,48.8,39.6,20.3,0.3746,0.7208,1
Ocean,Europe,Latin_America,5598.3,217.6,151.4,0.6958,Urgent,0.8637,17.6,41.1,28.1,0.4219,0.0747,1
Road,Europe,Europe,1362.4,26.7,18.2,0.6816,Standard,0.6952,27.8,40.3,3.4,0.0668,0.4848,1
Road,East_Asia,East_Asia,1729.9,30.7,21.4,0.6971,Standard,0.836,24.9,22.6,32.2,0.0923,0.7358,1
Ocean,South_Asia,North_America,7343.1,276.0,50.1,0.1815,Standard,0.8426,19.3,40.9,44.4,0.2916,0.5063,1
Road,North_America,North_America,583.9,18.7,6.1,0.3262,High,0.9717,52.4,41.2,40.5,0.0486,0.5287,1
Air,Europe,Middle_East,4593.2,34.7,22.9,0.6599,Standard,0.6622,34.8,6.4,6.9,0.412,0.7013,1
Road,East_Asia,East_Asia,1114.0,22.6,18.8,0.8319,Standard,0.6815,40.5,12.5,26.4,0.113,0.7467,1
Rail,North_America,North_America,1973.7,84.6,43.5,0.5142,High,0.8842,23.7,24.4,26.0,0.1137,0.4158,1
Air,East_Asia,Middle_East,7468.7,26.3,7.9,0.3004,Urgent,0.8925,24.6,40.0,15.6,0.4588,0.764,1
Air,Middle_East,Oceania,5024.4,34.0,28.5,0.8382,Standard,0.8741,13.6,15.6,13.3,0.3398,0.5848,1
Road,Europe,Europe,1120.6,30.1,15.4,0.5116,Standard,0.8798,55.7,63.4,12.5,0.131,0.6612,1
Ocean,South_Asia,North_America,16228.5,552.3,508.5,0.9207,High,0.8708,100.0,28.9,13.6,0.5052,0.1683,1
Air,Southeast_Asia,Europe,10040.5,34.0,32.5,0.9559,Urgent,0.8753,28.6,24.3,21.0,0.5614,0.1488,1
Road,East_Asia,East_Asia,1681.8,38.7,5.0,0.1292,High,0.989,17.4,61.9,24.3,0.1841,0.1616,1
Ocean,East_Asia,Latin_America,13610.8,510.6,119.7,0.2344,High,0.8467,68.8,36.2,36.2,0.4539,0.9711,1
Ocean,East_Asia,Oceania,4264.3,187.6,43.2,0.2303,Urgent,0.7704,15.1,56.9,57.4,0.6089,0.4056,1
Ocean,Europe,Oceania,7274.4,283.0,261.2,0.923,Standard,0.9625,5.5,44.9,61.8,0.1842,0.3725,1
Air,Middle_East,East_Asia,7125.6,24.8,17.0,0.6855,Standard,0.8984,21.5,19.4,19.6,0.5792,0.4639,1
Road,Europe,Europe,150.0,14.3,6.0,0.4196,Standard,0.9507,43.6,26.8,5.5,0.1465,0.6188,0
Ocean,South_Asia,Latin_America,11030.8,408.2,192.3,0.4711,Standard,0.9468,23.2,34.8,7.0,0.1676,0.5611,1
Air,East_Asia,Oceania,4267.8,30.5,7.2,0.2361,Standard,0.9202,35.6,9.9,45.6,0.3772,0.3358,1
Ocean,Europe,Europe,12841.7,462.2,50.8,0.1099,Standard,0.9345,88.1,51.5,16.5,0.1025,0.4626,1
Road,North_America,North_America,806.2,21.5,7.6,0.3535,High,0.99,31.8,49.0,33.9,0.1436,0.0613,1
Rail,East_Asia,East_Asia,5884.2,139.7,88.5,0.6335,Standard,0.8775,38.0,48.6,26.2,0.0872,0.3773,1
Rail,Europe,Europe,1860.7,68.3,34.8,0.5095,Standard,0.9425,50.6,22.9,9.2,0.0507,0.4145,0
Ocean,South_Asia,Middle_East,13501.9,462.2,407.6,0.8819,Standard,0.8284,38.4,27.4,16.1,0.3602,0.6395,1
Ocean,Southeast_Asia,Latin_America,9447.2,349.9,307.8,0.8797,Standard,0.817,29.1,29.6,41.0,0.3203,0.2343,1
Ocean,East_Asia,North_America,5156.4,221.5,105.3,0.4754,Standard,0.9776,16.9,72.8,44.6,0.2002,0.4698,1
Ocean,South_Asia,North_America,13313.0,463.4,205.4,0.4432,Standard,0.9041,22.3,40.8,35.9,0.6929,0.6334,1
Rail,North_America,North_America,4878.7,129.4,58.9,0.4552,Standard,0.8987,50.0,13.7,11.4,0.1303,0.2419,0
Road,Europe,Europe,919.9,21.9,12.1,0.5525,Standard,0.7993,16.3,74.9,25.2,0.174,0.7952,1
Ocean,South_Asia,Oceania,14479.0,510.0,170.4,0.3341,Standard,0.9256,53.3,19.7,11.9,0.173,0.9432,1
Ocean,Europe,Latin_America,18883.6,667.7,208.8,0.3127,Urgent,0.7876,12.1,40.8,33.8,0.4224,0.4144,1
Ocean,Europe,Latin_America,3500.0,163.1,86.4,0.5297,Standard,0.897,24.4,35.7,28.4,0.341,0.5331,1
Air,North_America,Europe,6413.4,21.2,7.9,0.3726,Standard,0.8272,78.0,44.5,46.2,0.3166,0.9207,1
Air,Europe,Latin_America,8047.2,35.2,24.2,0.6875,Standard,0.8689,52.1,13.4,37.9,0.3727,0.1847,1
Road,Europe,Europe,589.5,17.0,4.3,0.2529,Urgent,0.7532,21.8,30.0,24.4,0.1615,0.7987,1
Ocean,Southeast_Asia,North_America,3500.0,149.1,65.6,0.44,High,0.8574,60.5,9.2,61.5,0.1709,0.5994,1
Rail,Europe,Europe,6223.9,164.8,71.5,0.4339,High,0.872,13.5,40.3,20.1,0.1665,0.1067,0
Air,North_America,Oceania,6499.3,23.6,20.5,0.8686,High,0.7014,43.7,37.3,13.5,0.5563,0.7931,1
Rail,Europe,Europe,1190.9,41.4,39.1,0.9444,Standard,0.9486,4.4,34.4,20.2,0.0826,0.7678,0
Rail,South_Asia,East_Asia,1864.7,72.6,24.3,0.3347,Standard,0.9421,27.2,51.6,35.0,0.5167,0.4247,1
Air,Latin_America,North_America,5965.7,43.0,4.8,0.1116,Standard,0.4756,29.2,53.0,12.6,0.6168,0.3941,1
Road,North_America,North_America,579.0,13.6,12.4,0.9118,Urgent,0.8344,26.7,87.7,45.0,0.1303,0.685,1
Ocean,Europe,Oceania,10319.7,392.2,186.9,0.4765,Standard,0.6435,20.0,19.7,41.0,0.6549,0.8869,1
Air,East_Asia,North_America,2211.7,23.1,15.0,0.6494,Standard,0.7271,11.4,19.6,3.6,0.444,0.1578,1
Air,Europe,Oceania,2911.6,33.3,25.4,0.7628,Standard,0.691,43.1,42.1,21.4,0.613,0.485,1
Road,North_America,North_America,2544.4,49.7,19.3,0.3883,Standard,0.7646,14.7,26.1,32.1,0.2005,0.1207,0
Road,Latin_America,Europe,1124.1,23.3,5.6,0.2403,Standard,0.848,48.1,24.2,26.6,0.2881,0.066,1
Road,Europe,Europe,1361.1,28.3,15.4,0.5442,Standard,0.9586,51.1,32.7,27.6,0.132,0.9289,1
Rail,South_Asia,South_Asia,1454.7,59.8,16.4,0.2742,Standard,0.846,39.3,42.4,25.6,0.0499,0.0618,1
Ocean,East_Asia,Middle_East,8577.7,354.9,146.8,0.4136,Standard,0.9104,26.8,42.4,7.2,0.3196,0.9667,1
Air,North_America,Middle_East,10862.3,31.2,5.3,0.1699,Standard,0.599,26.6,5.7,20.6,0.5033,0.7508,1
Rail,Europe,East_Asia,5079.4,145.2,65.1,0.4483,Standard,0.9377,26.3,22.2,10.4,0.3534,0.796,1
Ocean,South_Asia,Europe,8896.8,331.0,224.3,0.6776,High,0.9128,42.9,27.1,15.2,0.4098,0.6072,1
Road,North_America,North_America,1491.1,34.9,9.0,0.2579,High,0.9047,53.7,94.1,25.3,0.0966,0.63,1
Road,Europe,Europe,450.9,12.9,1.0,0.0775,High,0.7261,12.0,36.5,30.2,0.1678,0.9244,1
Air,Europe,North_America,6290.6,35.2,20.6,0.5852,Standard,0.99,38.3,28.1,26.4,0.3582,0.9144,1
Air,Latin_America,Europe,9127.9,34.3,9.0,0.2624,High,0.99,30.8,33.4,54.1,0.5192,0.0593,1
Ocean,Southeast_Asia,Latin_America,3500.0,158.3,137.1,0.8661,Standard,0.99,20.4,34.0,41.2,0.2414,0.9175,1
Ocean,East_Asia,Oceania,13455.8,465.3,392.4,0.8433,High,0.8366,23.3,23.5,9.2,0.2814,0.5559,1
Rail,South_Asia,South_Asia,3429.9,90.6,70.1,0.7737,Standard,0.6203,21.5,54.1,19.6,0.15,0.4062,1
Road,North_America,Europe,1218.1,31.4,9.5,0.3025,High,0.8863,37.9,27.8,17.1,0.5736,0.6294,1
Ocean,South_Asia,Europe,12643.2,448.0,355.6,0.7938,Standard,0.881,31.4,19.4,23.1,0.2329,0.1854,1
Air,South_Asia,North_America,8032.1,41.9,7.2,0.1718,High,0.8249,44.4,7.3,22.3,0.3852,0.0782,1
Road,North_America,North_America,1098.9,30.3,9.5,0.3135,Standard,0.6683,12.9,100.0,21.5,0.0459,0.5716,1
Ocean,Southeast_Asia,Oceania,9042.5,352.0,174.0,0.4943,Urgent,0.7228,48.1,19.5,47.2,0.271,0.0613,1
Ocean,Southeast_Asia,Europe,13178.0,505.9,268.5,0.5307,Standard,0.8994,30.1,6.2,19.2,0.8176,0.8004,1
Road,North_America,North_America,594.4,13.5,6.4,0.4741,High,0.8427,43.3,72.2,29.7,0.1228,0.4438,1
Rail,Europe,North_America,3349.5,79.7,66.9,0.8394,Standard,0.6948,8.7,72.9,9.9,0.1354,0.1996,1
Rail,North_America,North_America,4709.8,125.7,115.4,0.9181,Standard,0.9388,28.9,14.2,42.4,0.0709,0.5345,1
Road,North_America,North_America,1390.2,27.6,23.1,0.837,Standard,0.8616,15.2,32.4,35.6,0.0862,0.3243,0
Rail,Europe,East_Asia,4138.9,113.8,50.4,0.4429,Urgent,0.99,34.0,10.8,30.3,0.1077,0.5214,1
Ocean,Europe,Oceania,10339.7,417.4,111.0,0.2659,High,0.9736,5.8,17.6,4.9,0.4046,0.374,0
Air,North_America,Middle_East,10125.8,44.7,6.6,0.1477,High,0.99,31.9,35.0,44.1,0.2213,0.3698,1
Road,East_Asia,East_Asia,1677.6,33.1,29.0,0.8761,High,0.9897,26.0,56.3,19.4,0.2694,0.8731,1
Ocean,Europe,Middle_East,7614.3,300.7,267.1,0.8883,Standard,0.9689,18.4,75.4,50.8,0.3352,0.2849,1
Road,Europe,North_America,906.2,28.3,18.8,0.6643,Urgent,0.875,56.9,27.8,26.8,0.3837,0.2423,1
Ocean,East_Asia,Oceania,12705.6,455.7,315.8,0.693,Standard,0.99,36.6,41.1,36.6,0.4197,0.3632,1
Ocean,Southeast_Asia,Europe,9110.0,363.1,45.3,0.1248,Standard,0.8836,42.9,71.2,25.4,0.4891,0.5333,1
Road,North_America,North_America,1276.9,30.8,8.7,0.2825,Standard,0.8494,84.9,67.2,20.3,0.1525,0.5341,1
Road,North_America,North_America,380.7,12.0,1.4,0.1167,High,0.7751,6.7,14.4,7.4,0.1081,0.6025,0
Ocean,East_Asia,Oceania,9186.6,378.2,117.9,0.3117,Standard,0.9341,70.0,74.8,53.2,0.0819,0.4407,1
Ocean,East_Asia,Oceania,5761.4,242.8,101.4,0.4176,Standard,0.8651,20.4,82.0,28.6,0.8281,0.8715,1
Road,East_Asia,East_Asia,1804.5,31.4,3.2,0.1019,Standard,0.7346,11.7,42.2,13.0,0.117,0.2389,1
Ocean,Europe,North_America,11160.4,419.3,328.0,0.7823,Standard,0.7889,22.0,15.1,26.1,0.5313,0.2763,1
Road,Latin_America,Europe,776.1,21.6,10.0,0.463,High,0.6912,27.9,49.3,22.3,0.2168,0.6974,1
Air,East_Asia,Latin_America,7190.1,31.3,11.8,0.377,High,0.8258,34.1,57.4,31.3,0.609,0.1522,1
Road,North_America,North_America,1367.0,32.0,25.1,0.7844,Standard,0.7294,26.9,72.0,16.5,0.0985,0.8232,1
Road,Europe,Latin_America,1566.2,31.6,10.8,0.3418,Standard,0.7586,46.7,14.7,17.8,0.396,0.9146,1
