transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted,split
Ocean,Europe,Oceania,8481.8,301.1,232.7,0.7728,Standard,0.8856,58.8,10.5,12.9,0.307,0.761,1,validation
Road,East_Asia,North_America,1161.5,21.8,12.9,0.5917,Urgent,0.5436,24.0,18.0,9.4,0.282,0.2675,1,validation
Rail,North_America,North_America,4122.8,123.4,116.8,0.9465,Standard,0.9531,80.9,22.5,42.9,0.0668,0.1808,1,validation
Ocean,Southeast_Asia,Europe,11852.7,452.7,339.1,0.7491,Standard,0.5499,53.6,28.3,21.8,0.4241,0.907,1,validation
Ocean,East_Asia,Middle_East,15277.0,538.0,436.4,0.8112,High,0.8633,55.4,39.4,9.6,0.2683,0.4996,1,validation
Ocean,South_Asia,Latin_America,11032.2,390.7,74.9,0.1917,Standard,0.7233,53.6,10.2,52.1,0.2115,0.9001,1,validation
Ocean,Southeast_Asia,Europe,10862.4,427.8,246.6,0.5764,Standard,0.9211,29.7,51.5,17.1,0.6347,0.9531,1,validation
Air,East_Asia,North_America,6914.6,41.3,23.6,0.5714,Standard,0.9304,6.7,29.2,18.5,0.6881,0.2495,1,validation
Rail,North_America,North_America,2642.3,91.5,64.9,0.7093,Standard,0.6284,33.3,34.1,80.5,0.0957,0.2085,1,validation
Rail,South_Asia,Europe,4416.8,111.4,90.7,0.8142,Standard,0.99,37.9,82.7,34.2,0.6281,0.4123,1,validation
Rail,North_America,North_America,5180.5,133.9,56.9,0.4249,Standard,0.9138,14.3,25.9,24.9,0.1311,0.3994,0,validation
Road,Europe,Latin_America,687.7,19.0,10.8,0.5684,Standard,0.8399,41.9,26.3,11.8,0.3944,0.9171,1,validation
Air,South_Asia,Oceania,5071.7,42.5,24.5,0.5765,High,0.8582,17.5,54.0,51.4,0.2225,0.5518,1,validation
Road,Latin_America,Latin_America,2228.7,45.0,19.4,0.4311,Urgent,0.7031,26.5,13.8,38.3,0.1401,0.2189,1,validation
Rail,South_Asia,Europe,2563.8,73.1,60.2,0.8235,High,0.7879,10.1,20.9,13.3,0.5155,0.5629,1,validation
Ocean,East_Asia,Oceania,14769.8,543.1,76.8,0.1414,Standard,0.8605,35.1,21.5,26.7,0.2097,0.7239,1,validation
Air,Europe,North_America,6301.7,20.8,3.9,0.1875,Standard,0.7986,100.0,43.6,52.1,0.6015,0.8472,1,validation
Ocean,Europe,Latin_America,13100.4,481.0,393.6,0.8183,High,0.8612,68.0,59.6,9.8,0.1069,0.3867,1,validation
Air,Southeast_Asia,Europe,7884.4,45.2,41.8,0.9248,Standard,0.7173,24.1,48.3,4.1,0.3904,0.5634,1,validation
Ocean,Europe,Oceania,9332.0,347.4,333.9,0.9611,High,0.9472,62.6,18.4,31.6,0.1284,0.6955,1,validation
Ocean,East_Asia,Middle_East,14012.1,485.6,94.2,0.194,Standard,0.6781,29.6,78.4,3.7,0.6897,0.0928,1,validation
Rail,South_Asia,South_Asia,3605.0,92.3,7.3,0.0791,Urgent,0.99,52.0,18.8,4.9,0.0894,0.2837,0,validation
Rail,East_Asia,East_Asia,3804.7,107.9,7.4,0.0686,Standard,0.8072,77.2,40.4,12.4,0.0755,0.2986,1,validation
Ocean,Europe,Middle_East,12931.5,470.6,249.7,0.5306,Standard,0.7033,10.0,11.5,37.8,0.6224,0.8023,1,validation
Air,East_Asia,Middle_East,2816.3,16.2,13.6,0.8395,High,0.9851,17.2,25.2,17.1,0.5595,0.1602,1,validation
Air,Middle_East,Oceania,7027.6,42.1,11.3,0.2684,Standard,0.8145,35.4,6.0,21.0,0.3026,0.4201,1,validation
Road,North_America,North_America,476.0,13.0,9.8,0.7538,Standard,0.8096,21.5,13.1,6.3,0.1687,0.1993,0,validation
Road,Latin_America,Latin_America,1729.1,38.0,23.2,0.6105,Standard,0.9163,62.1,30.0,19.6,0.1965,0.6971,1,validation
Air,Southeast_Asia,Oceania,8639.6,39.9,17.9,0.4486,Standard,0.99,15.4,55.5,24.7,0.4603,0.2671,1,validation
Ocean,East_Asia,Latin_America,15956.9,588.5,187.8,0.3191,Standard,0.9229,21.7,42.3,52.7,0.4833,0.5618,1,validation
Ocean,East_Asia,North_America,13424.1,470.2,305.1,0.6489,Urgent,0.99,64.4,50.5,7.8,0.085,0.3623,1,validation
Ocean,Southeast_Asia,Europe,14460.1,537.5,31.7,0.059,Standard,0.7624,100.0,27.0,45.8,0.1095,0.1486,1,validation
Road,North_America,Latin_America,789.5,21.1,19.0,0.9005,Standard,0.9665,29.4,25.6,80.6,0.9388,0.5424,1,validation
Ocean,Southeast_Asia,North_America,4610.2,218.8,191.8,0.8766,Standard,0.6297,57.9,29.2,58.8,0.2138,0.4713,1,validation
Ocean,Southeast_Asia,Latin_America,12643.1,473.7,176.1,0.3718,Urgent,0.9411,93.8,22.1,30.5,0.3476,0.5174,1,validation
Road,Europe,Europe,1824.8,41.2,18.8,0.4563,Standard,0.7695,97.2,21.6,23.4,0.0581,0.5323,1,validation
Ocean,Southeast_Asia,North_America,16254.3,580.1,488.4,0.8419,Standard,0.6469,13.1,26.4,13.0,0.4607,0.3072,1,validation
Road,Latin_America,Latin_America,2226.6,43.9,41.3,0.9408,Urgent,0.9671,29.7,43.4,6.7,0.0439,0.4477,1,validation
Ocean,East_Asia,North_America,9759.7,345.1,208.3,0.6036,High,0.8638,22.0,33.3,12.9,0.3389,0.6269,1,validation
Road,Europe,Europe,2324.4,47.3,16.6,0.351,Urgent,0.7085,58.1,47.3,54.3,0.0896,0.3511,1,validation
Air,Middle_East,Europe,6425.6,28.0,8.7,0.3107,Standard,0.8621,6.2,55.8,21.5,0.1872,0.7838,1,validation
Ocean,South_Asia,Oceania,11459.9,429.7,255.4,0.5944,High,0.6466,30.0,79.6,34.4,0.0661,0.1735,1,validation
Ocean,Europe,Middle_East,13359.8,510.7,331.2,0.6485,High,0.9215,39.9,28.9,1.6,0.3893,0.1091,1,validation
Road,East_Asia,East_Asia,831.3,20.1,5.8,0.2886,Standard,0.7411,32.2,34.5,18.9,0.1728,0.1405,1,validation
Road,East_Asia,North_America,791.7,22.6,7.2,0.3186,Standard,0.7003,69.2,17.1,24.1,0.7394,0.594,1,validation
Ocean,Southeast_Asia,North_America,11695.9,407.2,164.8,0.4047,Standard,0.99,14.2,39.7,13.5,0.6899,0.0969,1,validation
Ocean,Southeast_Asia,Oceania,15403.5,562.2,512.4,0.9114,Standard,0.6857,86.6,60.5,18.6,0.1873,0.7602,1,validation
Air,Middle_East,Europe,3176.8,17.3,4.3,0.2486,Standard,0.84,18.6,25.7,27.2,0.3785,0.4048,1,validation
Road,North_America,North_America,266.0,13.8,5.1,0.3696,Standard,0.7785,13.1,29.4,42.0,0.1462,0.7875,1,validation
Ocean,Southeast_Asia,North_America,8895.6,365.7,201.1,0.5499,Standard,0.99,52.7,70.4,29.2,0.5366,0.8115,1,validation
Ocean,Southeast_Asia,Latin_America,10635.4,404.0,343.6,0.8505,Standard,0.5641,46.5,19.7,26.8,0.6815,0.197,1,validation
Road,Latin_America,Latin_America,1000.2,24.3,8.5,0.3498,High,0.8925,33.9,55.1,37.6,0.2237,0.4489,1,validation
Ocean,South_Asia,Latin_America,15519.9,576.5,461.4,0.8003,Standard,0.8267,40.7,36.2,34.2,0.4495,0.6143,1,validation
Ocean,Southeast_Asia,Oceania,9494.9,342.8,210.7,0.6146,High,0.6554,14.4,7.1,39.8,0.1928,0.1207,1,validation
Road,North_America,North_America,1626.5,38.5,2.4,0.0623,Standard,0.8939,25.9,17.8,9.1,0.0291,0.761,1,validation
Ocean,South_Asia,Latin_America,8956.4,372.6,341.7,0.9171,Standard,0.99,48.9,17.3,2.4,0.2816,0.3444,1,validation
Ocean,Europe,Latin_America,8936.3,324.2,17.8,0.0549,High,0.99,20.5,39.2,15.1,0.3749,0.6187,1,validation
Ocean,South_Asia,Latin_America,11121.6,412.2,294.5,0.7145,High,0.9136,18.0,50.7,5.0,0.0956,0.6524,1,validation
Rail,South_Asia,East_Asia,3183.5,98.8,28.2,0.2854,High,0.8478,72.7,77.9,23.2,0.3682,0.4532,1,validation
Ocean,East_Asia,Oceania,11297.2,408.7,333.9,0.817,Standard,0.99,16.3,25.7,34.0,0.5365,0.9407,1,validation
Air,North_America,Oceania,1767.0,14.5,11.6,0.8,Standard,0.9747,19.7,14.1,46.0,0.3597,0.9074,1,validation
Air,East_Asia,North_America,4441.9,32.4,2.5,0.0772,High,0.644,40.6,59.8,5.3,0.2247,0.8599,1,validation
Ocean,East_Asia,Latin_America,8475.1,303.8,106.2,0.3496,High,0.99,35.8,16.4,6.7,0.1008,0.425,0,validation
Air,Southeast_Asia,Oceania,11376.4,28.7,24.8,0.8641,Urgent,0.99,25.8,24.8,12.1,0.4865,0.958,1,validation
Ocean,East_Asia,Oceania,11175.1,396.5,207.8,0.5241,Standard,0.9578,28.2,17.1,26.9,0.5439,0.0694,1,validation
Road,North_America,North_America,744.3,22.0,1.7,0.0773,Standard,0.99,26.3,49.7,54.5,0.0363,0.8796,1,validation
Road,Europe,Europe,1017.8,30.1,13.6,0.4518,High,0.7947,44.9,17.4,27.0,0.1531,0.539,1,validation
Ocean,Southeast_Asia,Oceania,10162.2,369.8,167.6,0.4532,Standard,0.8867,30.4,41.6,24.6,0.8149,0.9787,1,validation
Air,South_Asia,East_Asia,8695.7,28.7,19.2,0.669,Standard,0.8807,56.6,13.1,28.9,0.3009,0.3389,1,validation
Ocean,Southeast_Asia,Europe,16701.6,586.4,508.4,0.867,High,0.9292,48.0,39.8,7.8,0.4201,0.623,1,validation
Road,Europe,Europe,1048.1,25.3,8.5,0.336,Standard,0.9718,44.4,51.5,22.0,0.1824,0.8968,1,validation
Ocean,Southeast_Asia,Middle_East,7807.5,298.2,243.2,0.8156,High,0.7197,83.5,28.0,7.3,0.459,0.7623,1,validation
Ocean,East_Asia,Oceania,4530.2,232.5,73.8,0.3174,Standard,0.7864,19.0,21.6,14.4,0.4385,0.071,1,validation
Ocean,Southeast_Asia,Latin_America,10722.6,394.7,307.2,0.7783,Standard,0.8415,42.1,26.1,8.0,0.2898,0.3155,1,validation
Air,Southeast_Asia,Oceania,6971.6,35.2,24.3,0.6903,Urgent,0.9316,15.2,61.2,19.7,0.3291,0.7076,1,validation
Road,North_America,North_America,778.5,23.1,16.8,0.7273,High,0.7986,49.3,24.9,40.8,0.0763,0.0819,1,validation
Road,East_Asia,East_Asia,2429.7,42.5,17.4,0.4094,Standard,0.8051,59.2,17.9,13.6,0.0965,0.0839,1,validation
Rail,East_Asia,North_America,3547.9,111.4,8.5,0.0763,Standard,0.6776,67.9,8.7,57.9,0.5329,0.3105,1,validation
Road,Latin_America,Latin_America,1862.9,36.6,14.3,0.3907,Urgent,0.709,15.4,16.1,11.2,0.1295,0.6681,1,validation
Rail,South_Asia,South_Asia,2859.5,71.6,14.8,0.2067,Standard,0.8385,32.4,71.7,32.9,0.0705,0.7012,1,validation
Ocean,Europe,Middle_East,9308.0,329.3,41.7,0.1266,Standard,0.8259,38.1,21.4,29.4,0.7235,0.4879,1,validation
Road,Europe,Europe,1531.9,26.3,9.1,0.346,High,0.7727,42.1,18.1,48.6,0.1509,0.5468,1,validation
Rail,Europe,Europe,5250.3,124.8,122.0,0.9776,Standard,0.864,36.9,67.4,14.5,0.2064,0.586,1,validation
Road,Europe,Europe,2034.2,38.2,26.3,0.6885,Standard,0.7922,62.3,75.4,28.1,0.2129,0.6488,1,validation
Road,Latin_America,Latin_America,988.2,24.9,19.8,0.7952,Standard,0.8965,14.7,36.1,30.8,0.1825,0.8939,1,validation
Ocean,Southeast_Asia,North_America,7899.1,327.3,186.9,0.571,Standard,0.7715,30.9,19.9,24.0,0.3974,0.694,1,validation
Ocean,South_Asia,Oceania,7592.3,316.3,154.8,0.4894,High,0.7265,12.1,67.2,27.8,0.1182,0.5415,1,validation
Air,Latin_America,Middle_East,8773.4,44.6,6.4,0.1435,Standard,0.7793,36.8,32.0,6.5,0.4643,0.3839,1,validation
Rail,Europe,Europe,6823.1,181.4,82.0,0.452,High,0.7919,48.1,75.8,32.0,0.1178,0.2828,1,validation
Air,Middle_East,Latin_America,2907.6,16.3,10.0,0.6135,Standard,0.7222,43.3,36.5,26.0,0.5569,0.9656,1,validation
Ocean,Europe,Latin_America,9582.2,363.3,184.4,0.5076,Standard,0.7261,13.3,22.2,32.1,0.5214,0.7159,1,validation
Road,North_America,North_America,799.5,18.7,11.5,0.615,Standard,0.6997,54.8,14.4,13.7,0.114,0.2376,1,validation
Ocean,Europe,North_America,9700.1,375.8,286.7,0.7629,High,0.9029,48.8,16.1,22.5,0.2773,0.8783,1,validation
Ocean,Europe,Middle_East,9586.3,368.2,287.8,0.7816,High,0.99,38.7,46.4,24.3,0.4308,0.2577,1,validation
Road,Latin_America,Europe,1755.3,32.1,24.1,0.7508,High,0.813,24.7,53.5,60.4,0.3015,0.9424,1,validation
Ocean,Europe,Middle_East,7975.6,305.8,50.9,0.1664,Urgent,0.6535,48.8,22.7,23.5,0.2393,0.101,1,validation
Air,South_Asia,North_America,4480.0,18.7,16.0,0.8556,Standard,0.99,31.2,67.6,10.1,0.3591,0.4371,1,validation
Ocean,South_Asia,Latin_America,11953.5,461.9,348.2,0.7538,Urgent,0.7546,46.9,16.6,18.8,0.3536,0.6055,1,validation
Air,North_America,Oceania,5490.0,24.0,6.1,0.2542,High,0.8024,13.2,18.4,43.8,0.6049,0.3058,1,validation
Ocean,Southeast_Asia,Latin_America,11902.5,467.6,70.8,0.1514,Standard,0.6255,22.0,44.1,35.6,0.3653,0.8055,1,validation
Rail,Europe,Europe,756.5,51.5,43.3,0.8408,Standard,0.8395,52.0,22.6,5.1,0.0873,0.968,1,validation
Road,Latin_America,Latin_America,1755.3,29.3,15.0,0.5119,Urgent,0.8019,29.0,41.3,11.4,0.132,0.6653,1,validation
Road,Europe,North_America,814.7,22.7,11.4,0.5022,High,0.8633,19.8,25.6,8.6,0.3474,0.4915,0,validation
Air,East_Asia,Middle_East,3187.8,16.9,2.9,0.1716,Standard,0.8533,58.7,40.9,14.7,0.4383,0.8686,1,validation
Air,Southeast_Asia,East_Asia,2782.2,31.0,11.8,0.3806,Standard,0.8862,32.2,57.9,9.8,0.256,0.3293,1,validation
Ocean,East_Asia,Europe,10949.0,419.0,120.0,0.2864,High,0.982,5.1,47.0,22.3,0.5969,0.2256,1,validation
Ocean,Southeast_Asia,North_America,14230.3,528.3,250.6,0.4744,Standard,0.7651,11.2,13.5,25.5,0.4253,0.1604,1,validation
Road,Europe,Europe,1003.2,29.2,22.8,0.7808,High,0.7958,23.3,69.5,38.6,0.0682,0.3698,1,validation
Ocean,Europe,Oceania,16604.9,570.7,510.3,0.8942,Standard,0.8971,27.9,23.2,16.9,0.3195,0.5462,1,validation
Ocean,East_Asia,Latin_America,19529.4,682.0,555.3,0.8142,High,0.8186,59.2,29.1,44.8,0.1148,0.1005,1,validation
Road,Latin_America,Europe,2147.0,45.9,5.0,0.1089,Standard,0.8,26.7,34.5,24.3,0.5549,0.5291,1,validation
Ocean,South_Asia,Latin_America,11120.8,415.4,337.3,0.812,High,0.8897,51.3,44.8,36.8,0.6649,0.3481,1,validation
Ocean,Southeast_Asia,Middle_East,10905.2,409.5,201.1,0.4911,Standard,0.99,82.2,25.5,29.7,0.5752,0.0887,1,validation
Road,Europe,Europe,1483.7,32.2,4.7,0.146,Standard,0.9475,20.9,61.3,41.3,0.0944,0.8834,1,validation
Ocean,Southeast_Asia,Latin_America,14517.9,505.2,349.8,0.6924,High,0.8649,93.1,17.8,5.7,0.2093,0.2241,1,validation
Rail,East_Asia,East_Asia,4128.4,104.2,94.7,0.9088,Urgent,0.8321,19.6,3.1,26.9,0.1365,0.8658,1,validation
Ocean,Europe,Europe,8932.1,356.1,340.0,0.9548,Standard,0.9297,29.5,19.6,13.1,0.1579,0.4704,1,validation
Ocean,Europe,Europe,14297.3,520.8,183.6,0.3525,Standard,0.9423,44.5,47.0,13.8,0.0683,0.0681,1,validation
Ocean,Europe,Middle_East,11165.1,428.1,313.3,0.7318,Standard,0.8501,49.5,74.1,11.4,0.4028,0.393,1,validation
Air,South_Asia,Oceania,3645.7,23.4,1.8,0.0769,Standard,0.862,10.9,26.2,84.0,0.3629,0.9229,1,validation
Road,Latin_America,Latin_America,1455.8,34.3,10.8,0.3149,Standard,0.6524,51.3,42.2,21.0,0.0658,0.4916,1,validation
Air,Europe,Oceania,5732.1,28.8,4.7,0.1632,Standard,0.7866,49.5,36.5,10.6,0.3792,0.6682,1,validation
Road,Latin_America,Latin_America,2213.5,43.4,9.3,0.2143,Standard,0.8135,19.5,54.5,27.1,0.1701,0.844,1,validation
Road,North_America,North_America,1494.1,27.1,3.7,0.1365,High,0.6849,30.2,22.9,33.9,0.0965,0.0997,1,validation
Ocean,East_Asia,Oceania,10042.8,368.7,227.6,0.6173,High,0.6972,38.4,14.0,17.5,0.1752,0.5668,1,validation
Air,East_Asia,Europe,5349.1,21.9,8.5,0.3881,Urgent,0.8831,47.3,45.4,45.7,0.6303,0.3684,1,validation
Road,Europe,Europe,1370.7,33.2,26.4,0.7952,High,0.5939,48.5,55.1,23.3,0.2118,0.582,1,validation
Air,Middle_East,Europe,5660.0,41.5,40.6,0.9783,High,0.9002,41.3,53.2,24.9,0.3228,0.9738,1,validation
Ocean,East_Asia,Middle_East,10485.1,411.5,204.4,0.4967,Standard,0.8384,57.7,80.4,21.7,0.293,0.1072,1,validation
Road,Europe,Europe,1569.8,28.2,22.6,0.8014,High,0.9791,28.1,19.6,21.2,0.1096,0.074,0,validation
Ocean,East_Asia,North_America,7127.0,271.4,169.8,0.6256,Standard,0.7704,35.2,2.3,13.1,0.3752,0.186,1,validation
Road,Europe,Latin_America,607.2,20.7,3.9,0.1884,High,0.6963,12.7,45.1,6.0,0.2841,0.1323,1,validation
Road,North_America,Europe,1086.0,19.9,6.8,0.3417,Standard,0.99,12.4,28.4,19.1,0.4449,0.782,1,validation
Air,Southeast_Asia,Europe,6527.2,38.2,5.5,0.144,High,0.7546,27.5,44.0,38.4,0.4789,0.8184,1,validation
Ocean,East_Asia,Europe,8172.6,294.9,87.5,0.2967,Standard,0.99,40.3,17.0,10.0,0.5755,0.4396,1,validation
Ocean,East_Asia,Middle_East,8827.4,340.5,326.9,0.9601,Standard,0.7687,32.5,22.0,26.6,0.6244,0.0523,1,validation
Rail,Europe,Europe,2599.5,96.4,64.9,0.6732,Standard,0.9067,37.4,59.5,13.1,0.1253,0.3545,1,validation
Air,Southeast_Asia,North_America,5933.7,35.5,15.6,0.4394,Urgent,0.9565,100.0,43.4,28.1,0.8233,0.5103,1,validation
Road,East_Asia,East_Asia,577.4,15.8,7.1,0.4494,High,0.8412,21.4,12.1,27.5,0.2541,0.1636,1,validation
Air,South_Asia,Middle_East,9297.8,45.9,17.5,0.3813,Standard,0.837,32.0,40.0,8.6,0.3827,0.9211,1,validation
Road,North_America,Latin_America,1060.7,26.4,5.5,0.2083,Standard,0.9146,66.3,30.3,11.1,0.5997,0.9094,1,validation
Ocean,Southeast_Asia,Oceania,10568.4,406.6,283.8,0.698,Standard,0.8722,67.5,64.1,19.8,0.376,0.5046,1,validation
Ocean,Southeast_Asia,Europe,12841.3,488.9,323.6,0.6619,High,0.7822,32.1,86.0,22.7,0.2939,0.4833,1,validation
Ocean,East_Asia,Europe,9670.9,375.7,129.1,0.3436,Standard,0.7385,15.4,47.6,18.0,0.686,0.3014,1,validation
Road,Europe,Europe,1486.6,25.7,20.3,0.7899,High,0.9688,80.1,100.0,23.6,0.0212,0.5095,1,validation
Road,Europe,Latin_America,1962.8,41.3,38.4,0.9298,High,0.837,45.0,23.6,15.9,0.6275,0.1254,1,validation
Road,North_America,North_America,469.1,12.1,4.5,0.3719,Standard,0.9617,10.1,20.0,41.4,0.1477,0.9093,1,validation
Ocean,Europe,Middle_East,16320.6,600.7,357.6,0.5953,Standard,0.6942,44.7,17.1,71.5,0.4356,0.3372,1,validation
Air,East_Asia,Latin_America,5726.7,20.6,15.0,0.7282,Standard,0.6453,26.9,30.6,53.3,0.7386,0.8799,1,validation
Air,South_Asia,Oceania,10230.7,41.0,26.5,0.6463,High,0.8367,30.9,23.9,53.5,0.4479,0.3695,1,validation
Ocean,East_Asia,North_America,13143.9,454.0,371.8,0.8189,High,0.7788,22.6,13.3,28.0,0.116,0.154,1,validation
Ocean,Europe,Latin_America,10313.3,407.9,337.0,0.8262,Standard,0.8383,40.0,22.7,61.7,0.2039,0.438,1,validation
Ocean,Southeast_Asia,Europe,8841.1,343.1,75.7,0.2206,High,0.8497,50.6,48.1,9.5,0.3545,0.5561,1,validation
Road,Europe,North_America,1301.7,25.4,23.3,0.9173,High,0.8607,24.4,22.5,17.5,0.3311,0.4565,1,validation
Rail,South_Asia,South_Asia,1760.6,81.0,27.3,0.337,High,0.5487,5.2,57.9,44.7,0.1757,0.2754,1,validation
Air,South_Asia,Middle_East,10301.0,37.3,12.1,0.3244,Standard,0.9259,30.9,21.3,63.4,0.5831,0.5902,1,validation
Ocean,South_Asia,Middle_East,7739.1,295.8,180.1,0.6089,High,0.7391,21.9,33.9,52.0,0.2072,0.3141,1,validation
Road,Europe,Europe,1619.2,34.3,25.9,0.7551,Standard,0.884,51.3,23.7,16.4,0.1375,0.7462,1,validation
Ocean,Europe,Middle_East,10798.3,418.2,229.6,0.549,Standard,0.6188,59.2,27.8,26.6,0.5507,0.2015,1,validation
Ocean,South_Asia,Oceania,8319.1,305.1,274.0,0.8981,Standard,0.7745,49.4,72.9,6.4,0.504,0.7353,1,validation
Road,East_Asia,East_Asia,1703.6,34.5,15.5,0.4493,Standard,0.8529,58.2,41.8,24.2,0.0795,0.8563,1,validation
Road,Latin_America,Latin_America,905.1,27.0,25.6,0.9481,High,0.7906,19.8,3.9,21.6,0.1523,0.9777,1,validation
Ocean,South_Asia,Europe,12418.3,462.4,60.3,0.1304,Standard,0.7885,30.3,27.9,16.3,0.1573,0.1272,1,validation
Ocean,East_Asia,Latin_America,13137.8,469.1,67.3,0.1435,Standard,0.9029,16.5,38.4,20.7,0.6431,0.2332,1,validation
Road,Latin_America,Europe,1112.5,29.8,18.0,0.604,High,0.9133,5.3,70.2,6.6,0.6319,0.777,1,validation
Air,East_Asia,North_America,3628.4,25.2,19.0,0.754,Standard,0.99,59.8,14.1,24.1,0.333,0.3074,1,test
Rail,South_Asia,South_Asia,835.9,49.7,4.2,0.0845,Standard,0.99,19.5,29.8,30.4,0.1762,0.377,1,test
Ocean,Southeast_Asia,North_America,12347.1,468.2,186.9,0.3992,Standard,0.99,20.2,31.7,46.0,0.8236,0.3666,1,test
Road,Europe,Europe,1251.3,31.0,27.8,0.8968,High,0.9305,13.4,42.6,33.0,0.1287,0.2172,0,test
Ocean,South_Asia,North_America,10477.4,364.0,309.6,0.8505,High,0.8305,21.1,45.0,11.3,0.1171,0.101,1,test
Ocean,Southeast_Asia,Middle_East,7000.5,277.7,144.6,0.5207,Standard,0.99,11.5,45.7,11.5,0.2961,0.5291,1,test
Ocean,East_Asia,Europe,10901.9,401.6,20.7,0.0515,Standard,0.7727,9.9,34.8,57.0,0.5324,0.5256,1,test
Road,Latin_America,Latin_America,2284.7,42.1,9.5,0.2257,Standard,0.893,16.9,48.8,15.7,0.0811,0.7844,1,test
Ocean,East_Asia,Europe,7725.7,285.4,232.4,0.8143,Standard,0.9273,52.1,46.2,29.6,0.354,0.4313,1,test
Ocean,Southeast_Asia,Middle_East,12678.6,484.3,353.4,0.7297,Standard,0.9856,54.5,40.4,92.4,0.5,0.9712,1,test
Ocean,Europe,Oceania,6777.4,260.5,28.4,0.109,Standard,0.7841,22.6,19.3,9.4,0.6514,0.1463,1,test
Ocean,Europe,North_America,14823.9,513.8,177.8,0.346,High,0.99,27.4,60.9,48.1,0.5465,0.7744,1,test
Rail,East_Asia,East_Asia,849.3,60.5,44.5,0.7355,Standard,0.7407,98.3,16.6,31.5,0.0796,0.2064,1,test
Air,North_America,Oceania,3028.3,35.0,28.1,0.8029,Standard,0.8793,75.9,48.2,14.2,0.2998,0.4236,1,test
Ocean,Southeast_Asia,Middle_East,9454.5,387.5,254.4,0.6565,Urgent,0.8982,21.1,12.1,20.8,0.4101,0.4213,1,test
Ocean,South_Asia,North_America,11958.5,451.1,44.7,0.0991,Standard,0.8011,47.4,30.5,21.4,0.4347,0.0939,1,test
Ocean,Europe,Europe,13037.2,456.1,104.6,0.2293,Standard,0.8272,12.0,19.5,11.5,0.079,0.8008,1,test
Ocean,Europe,Middle_East,7246.1,300.8,164.9,0.5482,Standard,0.7442,50.9,39.9,9.5,0.107,0.644,1,test
Ocean,South_Asia,Oceania,8557.1,354.9,46.3,0.1305,Urgent,0.7473,33.9,39.8,17.3,0.2646,0.3383,1,test
Road,Europe,Europe,1985.9,37.4,12.9,0.3449,Standard,0.99,18.6,13.2,18.7,0.071,0.4485,0,test
Air,Latin_America,Oceania,7885.8,30.8,26.1,0.8474,Standard,0.8422,16.9,55.1,16.5,0.5705,0.3402,1,test
Ocean,Southeast_Asia,Oceania,14867.6,505.2,331.7,0.6566,High,0.8144,58.1,25.5,48.3,0.8595,0.7565,1,test
Ocean,Southeast_Asia,Europe,10729.0,378.7,103.0,0.272,High,0.729,21.5,12.7,3.6,0.1714,0.8127,1,test
Air,Middle_East,Oceania,7749.1,24.0,9.8,0.4083,Urgent,0.7678,10.5,30.3,48.2,0.1615,0.2423,1,test
Air,Latin_America,Middle_East,5411.9,28.1,15.8,0.5623,Standard,0.9463,87.8,41.4,1.5,0.28,0.1367,1,test
Rail,South_Asia,Europe,3944.6,95.8,48.1,0.5021,High,0.99,40.9,14.2,52.2,0.4273,0.8086,1,test
Ocean,Southeast_Asia,Latin_America,12708.0,461.4,46.6,0.101,Standard,0.7912,43.7,7.8,15.9,0.5629,0.6009,1,test
Road,East_Asia,East_Asia,1766.3,34.0,16.6,0.4882,Standard,0.7821,38.6,82.7,37.5,0.096,0.069,1,test
Ocean,Europe,Europe,9994.6,379.8,205.0,0.5398,Standard,0.8148,17.8,2.4,43.5,0.0776,0.1013,1,test
Air,Europe,Latin_America,8128.9,38.1,19.3,0.5066,Standard,0.99,27.2,49.4,19.3,0.3168,0.8066,1,test
Ocean,East_Asia,Middle_East,8721.5,353.1,66.1,0.1872,Urgent,0.9082,33.7,31.7,22.8,0.5655,0.1076,1,test
Road,North_America,North_America,829.3,18.7,8.2,0.4385,High,0.983,28.1,52.3,18.2,0.1602,0.1484,1,test
Road,North_America,North_America,1342.0,29.5,7.3,0.2475,High,0.8425,22.7,38.1,16.4,0.0784,0.3167,0,test
Road,North_America,North_America,467.6,15.3,10.6,0.6928,High,0.7833,80.4,26.3,7.1,0.1288,0.3024,1,test
Air,Middle_East,North_America,8401.0,25.6,19.7,0.7695,High,0.711,42.8,14.4,42.7,0.1938,0.8361,1,test
Ocean,Southeast_Asia,Latin_America,14176.3,513.0,108.5,0.2115,High,0.8722,28.0,100.0,35.5,0.7246,0.383,1,test
Road,Europe,Latin_America,1327.3,23.5,6.1,0.2596,Standard,0.6478,65.3,55.2,88.8,0.532,0.8575,1,test
Ocean,East_Asia,Latin_America,13932.1,516.0,485.5,0.9409,Standard,0.803,11.0,25.5,24.7,0.4893,0.7962,1,test
Road,Latin_America,Latin_America,860.7,19.5,12.0,0.6154,Standard,0.99,32.5,40.8,6.1,0.0976,0.3531,1,test
Road,North_America,Europe,1548.3,28.7,24.9,0.8676,Standard,0.885,33.2,21.6,15.3,0.3224,0.1065,1,test
